Дата операции;Номер пп;Тип операции;Наименование контрагента;ИНН контрагента;КПП контрагента;Расчетный счет контрагента;БИК банка контрагента;Банк контрагента;Назначение платежа;Сумма дебет (руб.);Сумма кредит (руб.);Валюта;Остаток на конец дня (руб.);Категория
24.01.2025;43;Расход;ООО «Метро Кэш энд Керри»;7704218694;997750001;;;;Оплата за продукты питания, накладная от 24.01.2025. В т.ч. НДС;41817.00;;RUB;243029.00;Продукты
25.01.2025;44;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;74241.00;RUB;317270.00;Выручка
25.01.2025;45;Расход;ООО «Кафе Уют» // Николаев Р. А.;;;;;;зарплата за 01.2025;27645.00;;RUB;289625.00;Зарплата
25.01.2025;46;Расход;ООО «Кафе Уют» // Егорова Т. С.;;;;;;зарплата за 01.2025;31206.00;;RUB;258419.00;Зарплата
25.01.2025;47;Расход;ООО «Кафе Уют» // Павлов Д. И.;;;;;;зарплата за 01.2025;26184.00;;RUB;232235.00;Зарплата
25.01.2025;48;Расход;ООО «Кафе Уют» // Сидорова М. В.;;;;;;зарплата за 01.2025;20056.00;;RUB;212179.00;Зарплата
25.01.2025;49;Расход;ООО «Кафе Уют» // Козлов А. А.;;;;;;зарплата за 01.2025;24811.00;;RUB;187368.00;Зарплата
25.01.2025;50;Расход;ООО «Кафе Уют» // Белова Ю. Н.;;;;;;зарплата за 01.2025;28352.00;;RUB;159016.00;Зарплата
26.01.2025;51;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;40269.00;RUB;199285.00;Выручка
27.01.2025;52;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;27072.00;RUB;226357.00;Выручка
27.01.2025;53;Расход;ООО «ПродОпт Свежесть»;5029223311;502901001;;;;Оплата за продукты питания, накладная от 27.01.2025. В т.ч. НДС;55757.00;;RUB;170600.00;Продукты
28.01.2025;54;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;54792.00;RUB;225392.00;Выручка
28.01.2025;55;Расход;УФК по г. Москве (ИФНС России);7727406020;770801001;40101810045250010041;004525988;ГУ Банка России по ЦФО//УФК по г. Москве;НДФЛ за 01.2025;30000.00;;RUB;195392.00;Налоги
28.01.2025;56;Расход;СФР по г. Москве и МО;7703363868;770801001;;;;Страховые взносы за 01.2025;95000.00;;RUB;100392.00;Взносы
29.01.2025;57;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;50149.00;RUB;150541.00;Выручка
29.01.2025;58;Расход;ООО «Мясной Двор»;5044119988;504401001;;;;Оплата за продукты питания, накладная от 29.01.2025. В т.ч. НДС;80484.00;;RUB;70057.00;Продукты
30.01.2025;59;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;31425.00;RUB;101482.00;Выручка
31.01.2025;60;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;58483.00;RUB;159965.00;Выручка
31.01.2025;61;Расход;ООО «Мясной Двор»;5044119988;504401001;;;;Оплата за продукты питания, накладная от 31.01.2025. В т.ч. НДС;33284.00;;RUB;126681.00;Продукты
01.02.2025;62;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;71401.00;RUB;198082.00;Выручка
02.02.2025;63;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;59895.00;RUB;257977.00;Выручка
02.02.2025;64;Расход;ИП Тарасов В. Г.;770912345678;;;;;Аренда помещения общепита за 02.2025. НДС не облагается;180000.00;;RUB;77977.00;Аренда
03.02.2025;65;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;35895.00;RUB;113872.00;Выручка
03.02.2025;66;Расход;ООО «ПродОпт Свежесть»;5029223311;502901001;;;;Оплата за продукты питания, накладная от 03.02.2025. В т.ч. НДС;44674.00;;RUB;69198.00;Продукты
04.02.2025;67;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;31362.00;RUB;100560.00;Выручка
05.02.2025;68;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;53084.00;RUB;153644.00;Выручка
05.02.2025;69;Расход;ООО «Мясной Двор»;5044119988;504401001;;;;Оплата за продукты питания, накладная от 05.02.2025. В т.ч. НДС;35893.00;;RUB;117751.00;Продукты
06.02.2025;70;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;25553.00;RUB;143304.00;Выручка
07.02.2025;71;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;46678.00;RUB;189982.00;Выручка
07.02.2025;72;Расход;ООО «Метро Кэш энд Керри»;7704218694;997750001;;;;Оплата за продукты питания, накладная от 07.02.2025. В т.ч. НДС;54935.00;;RUB;135047.00;Продукты
08.02.2025;73;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;67663.00;RUB;202710.00;Выручка
09.02.2025;74;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;33513.00;RUB;236223.00;Выручка
10.02.2025;75;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;34930.00;RUB;271153.00;Выручка
10.02.2025;76;Расход;ООО «Метро Кэш энд Керри»;7704218694;997750001;;;;Оплата за продукты питания, накладная от 10.02.2025. В т.ч. НДС;78590.00;;RUB;192563.00;Продукты
10.02.2025;77;Расход;ООО «Кафе Уют» // Николаев Р. А.;;;;;;аванс за 02.2025;33377.00;;RUB;159186.00;Зарплата
10.02.2025;78;Расход;ООО «Кафе Уют» // Егорова Т. С.;;;;;;аванс за 02.2025;22530.00;;RUB;136656.00;Зарплата
10.02.2025;79;Расход;ООО «Кафе Уют» // Павлов Д. И.;;;;;;аванс за 02.2025;28392.00;;RUB;108264.00;Зарплата
10.02.2025;80;Расход;ООО «Кафе Уют» // Сидорова М. В.;;;;;;аванс за 02.2025;28133.00;;RUB;80131.00;Зарплата
10.02.2025;81;Расход;ООО «Кафе Уют» // Козлов А. А.;;;;;;аванс за 02.2025;33542.00;;RUB;46589.00;Зарплата
10.02.2025;82;Расход;ООО «Кафе Уют» // Белова Ю. Н.;;;;;;аванс за 02.2025;23285.00;;RUB;23304.00;Зарплата
11.02.2025;83;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;44248.00;RUB;67552.00;Выручка
12.02.2025;84;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;53730.00;RUB;121282.00;Выручка
12.02.2025;85;Расход;ООО «Мясной Двор»;5044119988;504401001;;;;Оплата за продукты питания, накладная от 12.02.2025. В т.ч. НДС;40966.00;;RUB;80316.00;Продукты
13.02.2025;86;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;22846.00;RUB;103162.00;Выручка
14.02.2025;87;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;64030.00;RUB;167192.00;Выручка
14.02.2025;88;Расход;ООО «ПродОпт Свежесть»;5029223311;502901001;;;;Оплата за продукты питания, накладная от 14.02.2025. В т.ч. НДС;39884.00;;RUB;127308.00;Продукты
15.02.2025;89;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;38112.00;RUB;165420.00;Выручка
15.02.2025;90;Расход;АО «Мосэнергосбыт»;7736520080;770101001;;;;Оплата электроэнергии за 02.2025. В т.ч. НДС 20%;38671.00;;RUB;126749.00;Коммуналка
16.02.2025;91;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;76332.00;RUB;203081.00;Выручка
17.02.2025;92;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;40713.00;RUB;243794.00;Выручка
17.02.2025;93;Расход;ООО «Метро Кэш энд Керри»;7704218694;997750001;;;;Оплата за продукты питания, накладная от 17.02.2025. В т.ч. НДС;35366.00;;RUB;208428.00;Продукты
18.02.2025;94;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;32405.00;RUB;240833.00;Выручка
19.02.2025;95;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;30734.00;RUB;271567.00;Выручка
19.02.2025;96;Расход;ООО «Метро Кэш энд Керри»;7704218694;997750001;;;;Оплата за продукты питания, накладная от 19.02.2025. В т.ч. НДС;42794.00;;RUB;228773.00;Продукты
20.02.2025;97;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;32435.00;RUB;261208.00;Выручка
21.02.2025;98;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;43632.00;RUB;304840.00;Выручка
21.02.2025;99;Расход;ООО «ПродОпт Свежесть»;5029223311;502901001;;;;Оплата за продукты питания, накладная от 21.02.2025. В т.ч. НДС;81258.00;;RUB;223582.00;Продукты
22.02.2025;100;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;69691.00;RUB;293273.00;Выручка
23.02.2025;101;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;77797.00;RUB;371070.00;Выручка
24.02.2025;102;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;54803.00;RUB;425873.00;Выручка
24.02.2025;103;Расход;ООО «Мясной Двор»;5044119988;504401001;;;;Оплата за продукты питания, накладная от 24.02.2025. В т.ч. НДС;70520.00;;RUB;355353.00;Продукты
25.02.2025;104;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;35752.00;RUB;391105.00;Выручка
25.02.2025;105;Расход;ООО «Кафе Уют» // Николаев Р. А.;;;;;;зарплата за 02.2025;24207.00;;RUB;366898.00;Зарплата
25.02.2025;106;Расход;ООО «Кафе Уют» // Егорова Т. С.;;;;;;зарплата за 02.2025;24733.00;;RUB;342165.00;Зарплата
25.02.2025;107;Расход;ООО «Кафе Уют» // Павлов Д. И.;;;;;;зарплата за 02.2025;23751.00;;RUB;318414.00;Зарплата
25.02.2025;108;Расход;ООО «Кафе Уют» // Сидорова М. В.;;;;;;зарплата за 02.2025;30671.00;;RUB;287743.00;Зарплата
25.02.2025;109;Расход;ООО «Кафе Уют» // Козлов А. А.;;;;;;зарплата за 02.2025;20637.00;;RUB;267106.00;Зарплата
25.02.2025;110;Расход;ООО «Кафе Уют» // Белова Ю. Н.;;;;;;зарплата за 02.2025;21134.00;;RUB;245972.00;Зарплата
26.02.2025;111;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;41704.00;RUB;287676.00;Выручка
26.02.2025;112;Расход;ООО «Метро Кэш энд Керри»;7704218694;997750001;;;;Оплата за продукты питания, накладная от 26.02.2025. В т.ч. НДС;40539.00;;RUB;247137.00;Продукты
27.02.2025;113;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;46627.00;RUB;293764.00;Выручка
28.02.2025;114;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;51901.00;RUB;345665.00;Выручка
28.02.2025;115;Расход;ООО «Метро Кэш энд Керри»;7704218694;997750001;;;;Оплата за продукты питания, накладная от 28.02.2025. В т.ч. НДС;34450.00;;RUB;311215.00;Продукты
28.02.2025;116;Расход;УФК по г. Москве (ИФНС России);7727406020;770801001;40101810045250010041;004525988;ГУ Банка России по ЦФО//УФК по г. Москве;НДФЛ за 02.2025;30000.00;;RUB;281215.00;Налоги
28.02.2025;117;Расход;СФР по г. Москве и МО;7703363868;770801001;;;;Страховые взносы за 02.2025;95000.00;;RUB;186215.00;Взносы
01.03.2025;118;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;55162.00;RUB;241377.00;Выручка
02.03.2025;119;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;81427.00;RUB;322804.00;Выручка
02.03.2025;120;Расход;ИП Тарасов В. Г.;770912345678;;;;;Аренда помещения общепита за 03.2025. НДС не облагается;180000.00;;RUB;142804.00;Аренда
03.03.2025;121;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;54129.00;RUB;196933.00;Выручка
03.03.2025;122;Расход;ООО «ПродОпт Свежесть»;5029223311;502901001;;;;Оплата за продукты питания, накладная от 03.03.2025. В т.ч. НДС;62912.00;;RUB;134021.00;Продукты
04.03.2025;123;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;26499.00;RUB;160520.00;Выручка
05.03.2025;124;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;26271.00;RUB;186791.00;Выручка
05.03.2025;125;Расход;ООО «ПродОпт Свежесть»;5029223311;502901001;;;;Оплата за продукты питания, накладная от 05.03.2025. В т.ч. НДС;48037.00;;RUB;138754.00;Продукты
06.03.2025;126;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;23952.00;RUB;162706.00;Выручка
07.03.2025;127;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;44368.00;RUB;207074.00;Выручка
07.03.2025;128;Расход;ООО «ПродОпт Свежесть»;5029223311;502901001;;;;Оплата за продукты питания, накладная от 07.03.2025. В т.ч. НДС;45556.00;;RUB;161518.00;Продукты
08.03.2025;129;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;60091.00;RUB;221609.00;Выручка
09.03.2025;130;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;49033.00;RUB;270642.00;Выручка
10.03.2025;131;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;49853.00;RUB;320495.00;Выручка
10.03.2025;132;Расход;ООО «Метро Кэш энд Керри»;7704218694;997750001;;;;Оплата за продукты питания, накладная от 10.03.2025. В т.ч. НДС;38277.00;;RUB;282218.00;Продукты
10.03.2025;133;Расход;ООО «Кафе Уют» // Николаев Р. А.;;;;;;аванс за 03.2025;31225.00;;RUB;250993.00;Зарплата
10.03.2025;134;Расход;ООО «Кафе Уют» // Егорова Т. С.;;;;;;аванс за 03.2025;25059.00;;RUB;225934.00;Зарплата
10.03.2025;135;Расход;ООО «Кафе Уют» // Павлов Д. И.;;;;;;аванс за 03.2025;25751.00;;RUB;200183.00;Зарплата
10.03.2025;136;Расход;ООО «Кафе Уют» // Сидорова М. В.;;;;;;аванс за 03.2025;22266.00;;RUB;177917.00;Зарплата
10.03.2025;137;Расход;ООО «Кафе Уют» // Козлов А. А.;;;;;;аванс за 03.2025;22107.00;;RUB;155810.00;Зарплата
10.03.2025;138;Расход;ООО «Кафе Уют» // Белова Ю. Н.;;;;;;аванс за 03.2025;24321.00;;RUB;131489.00;Зарплата
11.03.2025;139;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;37305.00;RUB;168794.00;Выручка
12.03.2025;140;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;25501.00;RUB;194295.00;Выручка
12.03.2025;141;Расход;ООО «ПродОпт Свежесть»;5029223311;502901001;;;;Оплата за продукты питания, накладная от 12.03.2025. В т.ч. НДС;32765.00;;RUB;161530.00;Продукты
13.03.2025;142;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;39252.00;RUB;200782.00;Выручка
14.03.2025;143;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;52095.00;RUB;252877.00;Выручка
14.03.2025;144;Расход;ООО «ПродОпт Свежесть»;5029223311;502901001;;;;Оплата за продукты питания, накладная от 14.03.2025. В т.ч. НДС;73315.00;;RUB;179562.00;Продукты
15.03.2025;145;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;56296.00;RUB;235858.00;Выручка
15.03.2025;146;Расход;АО «Мосэнергосбыт»;7736520080;770101001;;;;Оплата электроэнергии за 03.2025. В т.ч. НДС 20%;46535.00;;RUB;189323.00;Коммуналка
16.03.2025;147;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;70465.00;RUB;259788.00;Выручка
17.03.2025;148;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;28625.00;RUB;288413.00;Выручка
17.03.2025;149;Расход;ООО «Метро Кэш энд Керри»;7704218694;997750001;;;;Оплата за продукты питания, накладная от 17.03.2025. В т.ч. НДС;72939.00;;RUB;215474.00;Продукты
18.03.2025;150;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;31312.00;RUB;246786.00;Выручка
19.03.2025;151;Приход;АО «ТБАНК» (эквайринг);7710140679;;;044525974;АО «ТБАНК»;Зачисление по операциям эквайринга. НДС не облагается;;53829.00;RUB;300615.00;Выручка
19.03.2025;152;Расход;ООО «Метро Кэш энд Керри»;7704218694;997750001;;;;Оплата за продукты питания, накладная от 19.03.2025. В т.ч. НДС;53102.00;;RUB;247513.00;Продукты
