Дата операции,Номер пп,Тип операции,Наименование контрагента,ИНН контрагента,КПП контрагента,Расчетный счет контрагента,БИК банка контрагента,Банк контрагента,Назначение платежа,Сумма дебет (руб.),Сумма кредит (руб.),Валюта,Остаток на конец дня (руб.),Категория
10.01.2025,19,Расход,ООО «Кафе Уют» // Павлов Д. И.,,,,,,аванс за 01.2025,22348.00,,RUB,140279.00,Зарплата
10.01.2025,20,Расход,ООО «Кафе Уют» // Сидорова М. В.,,,,,,аванс за 01.2025,33211.00,,RUB,107068.00,Зарплата
10.01.2025,21,Расход,ООО «Кафе Уют» // Козлов А. А.,,,,,,аванс за 01.2025,25878.00,,RUB,81190.00,Зарплата
10.01.2025,22,Расход,ООО «Кафе Уют» // Белова Ю. Н.,,,,,,аванс за 01.2025,22956.00,,RUB,58234.00,Зарплата
11.01.2025,23,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,58495.00,RUB,116729.00,Выручка
12.01.2025,24,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,67716.00,RUB,184445.00,Выручка
13.01.2025,25,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,23684.00,RUB,208129.00,Выручка
13.01.2025,26,Расход,ООО «Мясной Двор»,5044119988,504401001,,,,"Оплата за продукты питания, накладная от 13.01.2025. В т.ч. НДС",57312.00,,RUB,150817.00,Продукты
14.01.2025,27,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,22709.00,RUB,173526.00,Выручка
15.01.2025,28,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,33823.00,RUB,207349.00,Выручка
15.01.2025,29,Расход,ООО «Мясной Двор»,5044119988,504401001,,,,"Оплата за продукты питания, накладная от 15.01.2025. В т.ч. НДС",65181.00,,RUB,142168.00,Продукты
15.01.2025,30,Расход,АО «Мосэнергосбыт»,7736520080,770101001,,,,Оплата электроэнергии за 01.2025. В т.ч. НДС 20%,35596.00,,RUB,106572.00,Коммуналка
16.01.2025,31,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,33156.00,RUB,139728.00,Выручка
17.01.2025,32,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,49098.00,RUB,188826.00,Выручка
17.01.2025,33,Расход,ООО «Метро Кэш энд Керри»,7704218694,997750001,,,,"Оплата за продукты питания, накладная от 17.01.2025. В т.ч. НДС",70899.00,,RUB,117927.00,Продукты
18.01.2025,34,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,56965.00,RUB,174892.00,Выручка
19.01.2025,35,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,65851.00,RUB,240743.00,Выручка
20.01.2025,36,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,37034.00,RUB,277777.00,Выручка
20.01.2025,37,Расход,ООО «Мясной Двор»,5044119988,504401001,,,,"Оплата за продукты питания, накладная от 20.01.2025. В т.ч. НДС",56937.00,,RUB,220840.00,Продукты
21.01.2025,38,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,54969.00,RUB,275809.00,Выручка
22.01.2025,39,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,51734.00,RUB,327543.00,Выручка
22.01.2025,40,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 22.01.2025. В т.ч. НДС",33414.00,,RUB,294129.00,Продукты
23.01.2025,41,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,54147.00,RUB,348276.00,Выручка
24.01.2025,42,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,57096.00,RUB,405372.00,Выручка
24.01.2025,43,Расход,ООО «Мясной Двор»,5044119988,504401001,,,,"Оплата за продукты питания, накладная от 24.01.2025. В т.ч. НДС",43589.00,,RUB,361783.00,Продукты
25.01.2025,44,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,42319.00,RUB,404102.00,Выручка
25.01.2025,45,Расход,ООО «Кафе Уют» // Николаев Р. А.,,,,,,зарплата за 01.2025,31307.00,,RUB,372795.00,Зарплата
25.01.2025,46,Расход,ООО «Кафе Уют» // Егорова Т. С.,,,,,,зарплата за 01.2025,24439.00,,RUB,348356.00,Зарплата
25.01.2025,47,Расход,ООО «Кафе Уют» // Павлов Д. И.,,,,,,зарплата за 01.2025,33202.00,,RUB,315154.00,Зарплата
25.01.2025,48,Расход,ООО «Кафе Уют» // Сидорова М. В.,,,,,,зарплата за 01.2025,23594.00,,RUB,291560.00,Зарплата
25.01.2025,49,Расход,ООО «Кафе Уют» // Козлов А. А.,,,,,,зарплата за 01.2025,33225.00,,RUB,258335.00,Зарплата
25.01.2025,50,Расход,ООО «Кафе Уют» // Белова Ю. Н.,,,,,,зарплата за 01.2025,32083.00,,RUB,226252.00,Зарплата
26.01.2025,51,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,76168.00,RUB,302420.00,Выручка
27.01.2025,52,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,43338.00,RUB,345758.00,Выручка
27.01.2025,53,Расход,ООО «Метро Кэш энд Керри»,7704218694,997750001,,,,"Оплата за продукты питания, накладная от 27.01.2025. В т.ч. НДС",62989.00,,RUB,282769.00,Продукты
28.01.2025,54,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,45777.00,RUB,328546.00,Выручка
28.01.2025,55,Расход,УФК по г. Москве (ИФНС России),7727406020,770801001,40101810045250010041,004525988,ГУ Банка России по ЦФО//УФК по г. Москве,НДФЛ за 01.2025,30000.00,,RUB,298546.00,Налоги
28.01.2025,56,Расход,СФР по г. Москве и МО,7703363868,770801001,,,,Страховые взносы за 01.2025,95000.00,,RUB,203546.00,Взносы
29.01.2025,57,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,48206.00,RUB,251752.00,Выручка
29.01.2025,58,Расход,ООО «Мясной Двор»,5044119988,504401001,,,,"Оплата за продукты питания, накладная от 29.01.2025. В т.ч. НДС",52229.00,,RUB,199523.00,Продукты
30.01.2025,59,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,36371.00,RUB,235894.00,Выручка
31.01.2025,60,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,74790.00,RUB,310684.00,Выручка
31.01.2025,61,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 31.01.2025. В т.ч. НДС",58118.00,,RUB,252566.00,Продукты
01.02.2025,62,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,56985.00,RUB,309551.00,Выручка
02.02.2025,63,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,56818.00,RUB,366369.00,Выручка
02.02.2025,64,Расход,ИП Тарасов В. Г.,770912345678,,,,,Аренда помещения общепита за 02.2025. НДС не облагается,180000.00,,RUB,186369.00,Аренда
03.02.2025,65,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,48081.00,RUB,234450.00,Выручка
03.02.2025,66,Расход,ООО «Мясной Двор»,5044119988,504401001,,,,"Оплата за продукты питания, накладная от 03.02.2025. В т.ч. НДС",37133.00,,RUB,197317.00,Продукты
04.02.2025,67,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,51710.00,RUB,249027.00,Выручка
05.02.2025,68,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,46309.00,RUB,295336.00,Выручка
05.02.2025,69,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 05.02.2025. В т.ч. НДС",48957.00,,RUB,246379.00,Продукты
06.02.2025,70,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,49951.00,RUB,296330.00,Выручка
07.02.2025,71,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,44578.00,RUB,340908.00,Выручка
07.02.2025,72,Расход,ООО «Метро Кэш энд Керри»,7704218694,997750001,,,,"Оплата за продукты питания, накладная от 07.02.2025. В т.ч. НДС",37230.00,,RUB,303678.00,Продукты
08.02.2025,73,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,58659.00,RUB,362337.00,Выручка
09.02.2025,74,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,34533.00,RUB,396870.00,Выручка
10.02.2025,75,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,29986.00,RUB,426856.00,Выручка
10.02.2025,76,Расход,ООО «Метро Кэш энд Керри»,7704218694,997750001,,,,"Оплата за продукты питания, накладная от 10.02.2025. В т.ч. НДС",33042.00,,RUB,393814.00,Продукты
10.02.2025,77,Расход,ООО «Кафе Уют» // Николаев Р. А.,,,,,,аванс за 02.2025,33144.00,,RUB,360670.00,Зарплата
10.02.2025,78,Расход,ООО «Кафе Уют» // Егорова Т. С.,,,,,,аванс за 02.2025,26752.00,,RUB,333918.00,Зарплата
10.02.2025,79,Расход,ООО «Кафе Уют» // Павлов Д. И.,,,,,,аванс за 02.2025,24193.00,,RUB,309725.00,Зарплата
10.02.2025,80,Расход,ООО «Кафе Уют» // Сидорова М. В.,,,,,,аванс за 02.2025,29791.00,,RUB,279934.00,Зарплата
10.02.2025,81,Расход,ООО «Кафе Уют» // Козлов А. А.,,,,,,аванс за 02.2025,26908.00,,RUB,253026.00,Зарплата
10.02.2025,82,Расход,ООО «Кафе Уют» // Белова Ю. Н.,,,,,,аванс за 02.2025,27901.00,,RUB,225125.00,Зарплата
11.02.2025,83,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,31649.00,RUB,256774.00,Выручка
12.02.2025,84,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,43714.00,RUB,300488.00,Выручка
12.02.2025,85,Расход,ООО «Метро Кэш энд Керри»,7704218694,997750001,,,,"Оплата за продукты питания, накладная от 12.02.2025. В т.ч. НДС",45014.00,,RUB,255474.00,Продукты
13.02.2025,86,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,51982.00,RUB,307456.00,Выручка
14.02.2025,87,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,45313.00,RUB,352769.00,Выручка
14.02.2025,88,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 14.02.2025. В т.ч. НДС",46155.00,,RUB,306614.00,Продукты
15.02.2025,89,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,38703.00,RUB,345317.00,Выручка
15.02.2025,90,Расход,АО «Мосэнергосбыт»,7736520080,770101001,,,,Оплата электроэнергии за 02.2025. В т.ч. НДС 20%,37484.00,,RUB,307833.00,Коммуналка
16.02.2025,91,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,64045.00,RUB,371878.00,Выручка
17.02.2025,92,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,39732.00,RUB,411610.00,Выручка
17.02.2025,93,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 17.02.2025. В т.ч. НДС",47785.00,,RUB,363825.00,Продукты
18.02.2025,94,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,38164.00,RUB,401989.00,Выручка
19.02.2025,95,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,42028.00,RUB,444017.00,Выручка
19.02.2025,96,Расход,ООО «Мясной Двор»,5044119988,504401001,,,,"Оплата за продукты питания, накладная от 19.02.2025. В т.ч. НДС",58524.00,,RUB,385493.00,Продукты
20.02.2025,97,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,33561.00,RUB,419054.00,Выручка
21.02.2025,98,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,39138.00,RUB,458192.00,Выручка
21.02.2025,99,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 21.02.2025. В т.ч. НДС",61355.00,,RUB,396837.00,Продукты
22.02.2025,100,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,49452.00,RUB,446289.00,Выручка
23.02.2025,101,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,33744.00,RUB,480033.00,Выручка
24.02.2025,102,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,34246.00,RUB,514279.00,Выручка
24.02.2025,103,Расход,ООО «Метро Кэш энд Керри»,7704218694,997750001,,,,"Оплата за продукты питания, накладная от 24.02.2025. В т.ч. НДС",39637.00,,RUB,474642.00,Продукты
25.02.2025,104,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,36575.00,RUB,511217.00,Выручка
25.02.2025,105,Расход,ООО «Кафе Уют» // Николаев Р. А.,,,,,,зарплата за 02.2025,31954.00,,RUB,479263.00,Зарплата
25.02.2025,106,Расход,ООО «Кафе Уют» // Егорова Т. С.,,,,,,зарплата за 02.2025,30073.00,,RUB,449190.00,Зарплата
25.02.2025,107,Расход,ООО «Кафе Уют» // Павлов Д. И.,,,,,,зарплата за 02.2025,28621.00,,RUB,420569.00,Зарплата
25.02.2025,108,Расход,ООО «Кафе Уют» // Сидорова М. В.,,,,,,зарплата за 02.2025,32971.00,,RUB,387598.00,Зарплата
25.02.2025,109,Расход,ООО «Кафе Уют» // Козлов А. А.,,,,,,зарплата за 02.2025,29497.00,,RUB,358101.00,Зарплата
25.02.2025,110,Расход,ООО «Кафе Уют» // Белова Ю. Н.,,,,,,зарплата за 02.2025,25232.00,,RUB,332869.00,Зарплата
26.02.2025,111,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,29731.00,RUB,362600.00,Выручка
26.02.2025,112,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 26.02.2025. В т.ч. НДС",80269.00,,RUB,282331.00,Продукты
27.02.2025,113,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,48288.00,RUB,330619.00,Выручка
28.02.2025,114,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,42120.00,RUB,372739.00,Выручка
28.02.2025,115,Расход,ООО «Мясной Двор»,5044119988,504401001,,,,"Оплата за продукты питания, накладная от 28.02.2025. В т.ч. НДС",55959.00,,RUB,316780.00,Продукты
28.02.2025,116,Расход,УФК по г. Москве (ИФНС России),7727406020,770801001,40101810045250010041,004525988,ГУ Банка России по ЦФО//УФК по г. Москве,НДФЛ за 02.2025,30000.00,,RUB,286780.00,Налоги
28.02.2025,117,Расход,СФР по г. Москве и МО,7703363868,770801001,,,,Страховые взносы за 02.2025,95000.00,,RUB,191780.00,Взносы
01.03.2025,118,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,77337.00,RUB,269117.00,Выручка
02.03.2025,119,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,70486.00,RUB,339603.00,Выручка
02.03.2025,120,Расход,ИП Тарасов В. Г.,770912345678,,,,,Аренда помещения общепита за 03.2025. НДС не облагается,180000.00,,RUB,159603.00,Аренда
03.03.2025,121,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,35802.00,RUB,195405.00,Выручка
03.03.2025,122,Расход,ООО «Метро Кэш энд Керри»,7704218694,997750001,,,,"Оплата за продукты питания, накладная от 03.03.2025. В т.ч. НДС",42121.00,,RUB,153284.00,Продукты
04.03.2025,123,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,51129.00,RUB,204413.00,Выручка
05.03.2025,124,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,33844.00,RUB,238257.00,Выручка
05.03.2025,125,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 05.03.2025. В т.ч. НДС",35789.00,,RUB,202468.00,Продукты
06.03.2025,126,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,42849.00,RUB,245317.00,Выручка
07.03.2025,127,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,58378.00,RUB,303695.00,Выручка
07.03.2025,128,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 07.03.2025. В т.ч. НДС",34876.00,,RUB,268819.00,Продукты
08.03.2025,129,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,73395.00,RUB,342214.00,Выручка
09.03.2025,130,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,46438.00,RUB,388652.00,Выручка
10.03.2025,131,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,51576.00,RUB,440228.00,Выручка
10.03.2025,132,Расход,ООО «Метро Кэш энд Керри»,7704218694,997750001,,,,"Оплата за продукты питания, накладная от 10.03.2025. В т.ч. НДС",78310.00,,RUB,361918.00,Продукты
10.03.2025,133,Расход,ООО «Кафе Уют» // Николаев Р. А.,,,,,,аванс за 03.2025,30350.00,,RUB,331568.00,Зарплата
10.03.2025,134,Расход,ООО «Кафе Уют» // Егорова Т. С.,,,,,,аванс за 03.2025,26517.00,,RUB,305051.00,Зарплата
10.03.2025,135,Расход,ООО «Кафе Уют» // Павлов Д. И.,,,,,,аванс за 03.2025,33173.00,,RUB,271878.00,Зарплата
10.03.2025,136,Расход,ООО «Кафе Уют» // Сидорова М. В.,,,,,,аванс за 03.2025,20125.00,,RUB,251753.00,Зарплата
10.03.2025,137,Расход,ООО «Кафе Уют» // Козлов А. А.,,,,,,аванс за 03.2025,33515.00,,RUB,218238.00,Зарплата
10.03.2025,138,Расход,ООО «Кафе Уют» // Белова Ю. Н.,,,,,,аванс за 03.2025,29224.00,,RUB,189014.00,Зарплата
11.03.2025,139,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,29374.00,RUB,218388.00,Выручка
12.03.2025,140,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,31580.00,RUB,249968.00,Выручка
12.03.2025,141,Расход,ООО «ПродОпт Свежесть»,5029223311,502901001,,,,"Оплата за продукты питания, накладная от 12.03.2025. В т.ч. НДС",75115.00,,RUB,174853.00,Продукты
13.03.2025,142,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,39496.00,RUB,214349.00,Выручка
14.03.2025,143,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,39943.00,RUB,254292.00,Выручка
14.03.2025,144,Расход,ООО «Мясной Двор»,5044119988,504401001,,,,"Оплата за продукты питания, накладная от 14.03.2025. В т.ч. НДС",30698.00,,RUB,223594.00,Продукты
15.03.2025,145,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,75303.00,RUB,298897.00,Выручка
15.03.2025,146,Расход,АО «Мосэнергосбыт»,7736520080,770101001,,,,Оплата электроэнергии за 03.2025. В т.ч. НДС 20%,49857.00,,RUB,249040.00,Коммуналка
16.03.2025,147,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,39241.00,RUB,288281.00,Выручка
17.03.2025,148,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,24512.00,RUB,312793.00,Выручка
17.03.2025,149,Расход,ООО «Метро Кэш энд Керри»,7704218694,997750001,,,,"Оплата за продукты питания, накладная от 17.03.2025. В т.ч. НДС",82358.00,,RUB,230435.00,Продукты
18.03.2025,150,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,36690.00,RUB,267125.00,Выручка
19.03.2025,151,Приход,АО «ТБАНК» (эквайринг),7710140679,,,044525974,АО «ТБАНК»,Зачисление по операциям эквайринга. НДС не облагается,,23625.00,RUB,290750.00,Выручка
19.03.2025,152,Расход,ООО «Мясной Двор»,5044119988,504401001,,,,"Оплата за продукты питания, накладная от 19.03.2025. В т.ч. НДС",42261.00,,RUB,248489.00,Продукты
