Дата операции;Номер пп;Тип операции;Наименование контрагента;ИНН контрагента;КПП контрагента;Расчетный счет контрагента;БИК банка контрагента;Банк контрагента;Назначение платежа;Сумма дебет (руб.);Сумма кредит (руб.);Валюта;Остаток на конец дня (руб.);Категория
20.01.2025;20;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;43558.00;RUB;334901.00;Выручка
21.01.2025;21;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;58936.00;RUB;393837.00;Выручка
22.01.2025;22;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;54486.00;RUB;448323.00;Выручка
23.01.2025;23;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;33531.00;RUB;481854.00;Выручка
24.01.2025;24;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;44450.00;RUB;526304.00;Выручка
25.01.2025;25;Расход;ИП Петров И.С. // Смирнова А. В.;;;;;;Заработная плата (окончательный расчёт) за 01.2025. НДФЛ удержан;24000.00;;RUB;502304.00;Зарплата
25.01.2025;26;Расход;ИП Петров И.С. // Кузьмина О. Н.;;;;;;Заработная плата (окончательный расчёт) за 01.2025. НДФЛ удержан;24000.00;;RUB;478304.00;Зарплата
27.01.2025;27;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;55266.00;RUB;533570.00;Выручка
28.01.2025;28;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;25267.00;RUB;558837.00;Выручка
28.01.2025;29;Расход;УФК по г. Москве (ИФНС России);7727406020;770801001;40101810045250010041;004525988;ГУ Банка России по ЦФО//УФК по г. Москве;НДФЛ с заработной платы за 01.2025;13000.00;;RUB;545837.00;Налоги
28.01.2025;30;Расход;СФР по г. Москве и МО;7703363868;770801001;;;;Страховые взносы за 01.2025;27000.00;;RUB;518837.00;Взносы
29.01.2025;31;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;61577.00;RUB;580414.00;Выручка
30.01.2025;32;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;20597.00;RUB;601011.00;Выручка
31.01.2025;33;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;32853.00;RUB;633864.00;Выручка
03.02.2025;34;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;32642.00;RUB;666506.00;Выручка
03.02.2025;35;Расход;ООО «ТЦ Меридиан»;7719854120;771901001;;;;Оплата аренды торгового помещения за 02.2025. НДС не облагается;95000.00;;RUB;571506.00;Аренда
04.02.2025;36;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;18412.00;RUB;589918.00;Выручка
05.02.2025;37;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;25605.00;RUB;615523.00;Выручка
05.02.2025;38;Расход;ПАО СБЕРБАНК;7707083893;;;;;Комиссия за услуги эквайринга. НДС не облагается;12930.00;;RUB;602593.00;Комиссии
06.02.2025;39;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;44129.00;RUB;646722.00;Выручка
07.02.2025;40;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;50390.00;RUB;697112.00;Выручка
10.02.2025;41;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;21356.00;RUB;718468.00;Выручка
10.02.2025;42;Расход;ИП Петров И.С. // Смирнова А. В.;;;;;;Заработная плата (аванс) за 02.2025. НДФЛ удержан;21000.00;;RUB;697468.00;Зарплата
10.02.2025;43;Расход;ИП Петров И.С. // Кузьмина О. Н.;;;;;;Заработная плата (аванс) за 02.2025. НДФЛ удержан;21000.00;;RUB;676468.00;Зарплата
11.02.2025;44;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;29910.00;RUB;706378.00;Выручка
12.02.2025;45;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;43577.00;RUB;749955.00;Выручка
12.02.2025;46;Расход;ООО «Модный Дом Опт»;7801456712;771001001;;;;Оплата по договору поставки товара №100/2025, счёт от 12.02.2025. В т.ч. НДС 20%;163478.00;;RUB;586477.00;Поставщики
13.02.2025;47;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;20789.00;RUB;607266.00;Выручка
14.02.2025;48;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;68412.00;RUB;675678.00;Выручка
17.02.2025;49;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;38820.00;RUB;714498.00;Выручка
18.02.2025;50;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;36043.00;RUB;750541.00;Выручка
18.02.2025;51;Расход;ООО «Текстиль-Трейд»;5024112233;502401001;;;;Оплата по договору поставки товара №101/2025, счёт от 18.02.2025. В т.ч. НДС 20%;179207.00;;RUB;571334.00;Поставщики
19.02.2025;52;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;48845.00;RUB;620179.00;Выручка
20.02.2025;53;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;59250.00;RUB;679429.00;Выручка
21.02.2025;54;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;68833.00;RUB;748262.00;Выручка
24.02.2025;55;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;56782.00;RUB;805044.00;Выручка
25.02.2025;56;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;37760.00;RUB;842804.00;Выручка
25.02.2025;57;Расход;ИП Петров И.С. // Смирнова А. В.;;;;;;Заработная плата (окончательный расчёт) за 02.2025. НДФЛ удержан;24000.00;;RUB;818804.00;Зарплата
25.02.2025;58;Расход;ИП Петров И.С. // Кузьмина О. Н.;;;;;;Заработная плата (окончательный расчёт) за 02.2025. НДФЛ удержан;24000.00;;RUB;794804.00;Зарплата
26.02.2025;59;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;55712.00;RUB;850516.00;Выручка
27.02.2025;60;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;19866.00;RUB;870382.00;Выручка
28.02.2025;61;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;60026.00;RUB;930408.00;Выручка
28.02.2025;62;Расход;УФК по г. Москве (ИФНС России);7727406020;770801001;40101810045250010041;004525988;ГУ Банка России по ЦФО//УФК по г. Москве;НДФЛ с заработной платы за 02.2025;13000.00;;RUB;917408.00;Налоги
28.02.2025;63;Расход;СФР по г. Москве и МО;7703363868;770801001;;;;Страховые взносы за 02.2025;27000.00;;RUB;890408.00;Взносы
03.03.2025;64;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;24710.00;RUB;915118.00;Выручка
03.03.2025;65;Расход;ООО «ТЦ Меридиан»;7719854120;771901001;;;;Оплата аренды торгового помещения за 03.2025. НДС не облагается;95000.00;;RUB;820118.00;Аренда
04.03.2025;66;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;60059.00;RUB;880177.00;Выручка
05.03.2025;67;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;53282.00;RUB;933459.00;Выручка
05.03.2025;68;Расход;ПАО СБЕРБАНК;7707083893;;;;;Комиссия за услуги эквайринга. НДС не облагается;9914.00;;RUB;923545.00;Комиссии
06.03.2025;69;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;22565.00;RUB;946110.00;Выручка
07.03.2025;70;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;57246.00;RUB;1003356.00;Выручка
10.03.2025;71;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;59253.00;RUB;1062609.00;Выручка
10.03.2025;72;Расход;ИП Петров И.С. // Смирнова А. В.;;;;;;Заработная плата (аванс) за 03.2025. НДФЛ удержан;21000.00;;RUB;1041609.00;Зарплата
10.03.2025;73;Расход;ИП Петров И.С. // Кузьмина О. Н.;;;;;;Заработная плата (аванс) за 03.2025. НДФЛ удержан;21000.00;;RUB;1020609.00;Зарплата
11.03.2025;74;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;52669.00;RUB;1073278.00;Выручка
12.03.2025;75;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;57039.00;RUB;1130317.00;Выручка
12.03.2025;76;Расход;ООО «Модный Дом Опт»;7801456712;771001001;;;;Оплата по договору поставки товара №100/2025, счёт от 12.03.2025. В т.ч. НДС 20%;148361.00;;RUB;981956.00;Поставщики
13.03.2025;77;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;58907.00;RUB;1040863.00;Выручка
14.03.2025;78;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;29271.00;RUB;1070134.00;Выручка
17.03.2025;79;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;53130.00;RUB;1123264.00;Выручка
18.03.2025;80;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;59249.00;RUB;1182513.00;Выручка
18.03.2025;81;Расход;ООО «Текстиль-Трейд»;5024112233;502401001;;;;Оплата по договору поставки товара №101/2025, счёт от 18.03.2025. В т.ч. НДС 20%;184761.00;;RUB;997752.00;Поставщики
19.03.2025;82;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;22941.00;RUB;1020693.00;Выручка
20.03.2025;83;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;22454.00;RUB;1043147.00;Выручка
21.03.2025;84;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;88671.00;RUB;1131818.00;Выручка
24.03.2025;85;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;33637.00;RUB;1165455.00;Выручка
25.03.2025;86;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;29661.00;RUB;1195116.00;Выручка
25.03.2025;87;Расход;ИП Петров И.С. // Смирнова А. В.;;;;;;Заработная плата (окончательный расчёт) за 03.2025. НДФЛ удержан;24000.00;;RUB;1171116.00;Зарплата
25.03.2025;88;Расход;ИП Петров И.С. // Кузьмина О. Н.;;;;;;Заработная плата (окончательный расчёт) за 03.2025. НДФЛ удержан;24000.00;;RUB;1147116.00;Зарплата
25.03.2025;89;Расход;УФК по г. Москве (ИФНС России);7727406020;770801001;40101810045250010041;004525988;ГУ Банка России по ЦФО//УФК по г. Москве;Авансовый платёж по УСН (доходы, 6%) за отчётный квартал;62000.00;;RUB;1085116.00;Налоги
26.03.2025;90;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;54620.00;RUB;1139736.00;Выручка
27.03.2025;91;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;60352.00;RUB;1200088.00;Выручка
28.03.2025;92;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;77280.00;RUB;1277368.00;Выручка
28.03.2025;93;Расход;УФК по г. Москве (ИФНС России);7727406020;770801001;40101810045250010041;004525988;ГУ Банка России по ЦФО//УФК по г. Москве;НДФЛ с заработной платы за 03.2025;13000.00;;RUB;1264368.00;Налоги
28.03.2025;94;Расход;СФР по г. Москве и МО;7703363868;770801001;;;;Страховые взносы за 03.2025;27000.00;;RUB;1237368.00;Взносы
31.03.2025;95;Приход;ПАО СБЕРБАНК (эквайринг);7707083893;;;044525225;ПАО СБЕРБАНК;Возмещение по эквайрингу по договору №ЭКВ-114/2024. НДС не облагается;;31966.00;RUB;1269334.00;Выручка
